neighborhood,month,year,month_abbr,date,Income,SNAP,CPS,Free Store Foodbank,La Soupe,Whole Again,Childhood Food Solutions,NA,Charitable,total_covered
South Cumminsville,10,2022,Oct,2022-10-01,0.480499996,0.319623985,0.092371404,0.046933422,0,0,0,0,0.046933422,0.9394288070000001
South Fairmount,10,2022,Oct,2022-10-01,0.71639905,0.196314956,0.048619904,0.008660638,0,0,0,0,0.008660638,0.9699945480000002
Spring Grove Village,10,2022,Oct,2022-10-01,0.785383199,0.142035153,0.056461784,0,0,0,0,0,0,0.983880136
Villages at Roll Hill,10,2022,Oct,2022-10-01,0.374114857,0.340023837,0.105081644,0,0.009408065,0,0,0,0.009408065,0.8286284030000001
Walnut Hills,10,2022,Oct,2022-10-01,0.785698697,0.273141443,0.017322596,0.015031771,0.031776526,0,0,0,0.046808297,1.1229710330000002
West End,10,2022,Oct,2022-10-01,0.69520919,0.301017079,0.056615912,0.070351564,0.023292738,0,0,0,0.09364430200000001,1.1464864830000001
West Price Hill,10,2022,Oct,2022-10-01,0.812839459,0.108777105,0.06775833,0.002500112,5.86e-5,0,0,0,0.002558712,0.991933606
Westwood,10,2022,Oct,2022-10-01,0.823155214,0.135441955,0.046581635,0.002279532,2.22e-4,0,0,0,0.002501532,1.007680336
Winton Hills,10,2022,Oct,2022-10-01,0.547076392,0.281277833,0.096325327,0.023814641,0.00189819,0,0,0,0.025712831000000002,0.950392383
Avondale,10,2023,Oct,2023-10-01,0.683861653,0.147288409,0.056182796,0.034713793,0.003154273,0,0,2.87e-4,0.037868066,0.9252009240000001
Bond Hill,10,2023,Oct,2023-10-01,0.864453432,0.062688649,0.057352687,0.129952884,0.001742436,0,0,8.85e-4,0.13169532,1.116190088
California,10,2023,Oct,2023-10-01,0.96915549,0.008139691,0.007867314,0,0,0,0,0,0,0.985162495
Camp Washington,10,2023,Oct,2023-10-01,0.88539748,0.086457887,0.020305858,0.072253907,2.49e-4,0,0,0,0.072502907,1.0646641319999999
Carthage,10,2023,Oct,2023-10-01,0.773966794,0.084159864,0.078024218,0.01668798,0,0,0,0,0.01668798,0.9528388560000001
Clifton,10,2023,Oct,2023-10-01,0.868409013,0.033868332,0.010064651,0.005845095,6.98e-4,0,0,0,0.006543095,0.9188850909999999
College Hill,10,2023,Oct,2023-10-01,0.807258493,0.071918256,0.050401166,0.006215432,0.001050751,0,0,3.47e-4,0.007266183,0.936844098
Columbia Tusculum,10,2023,Oct,2023-10-01,0.96809139,0.018815678,0.003598826,0,0,0,0,0,0,0.990505894
Corryville,10,2023,Oct,2023-10-01,0.645775539,0.014650503,0.006762511,0.018934757,0.001722662,0,0,0,0.020657419,0.687845972
CUF,10,2023,Oct,2023-10-01,0.771508858,0.014722327,0.00811247,0.012138004,3.64e-5,0,0,0,0.012174404000000002,0.8065180590000001
Downtown,10,2023,Oct,2023-10-01,0.93080846800000006,0.034027989,0.002950241,7.84e-4,0,0,0,0,7.84e-4,0.9685706980000001
East End,10,2023,Oct,2023-10-01,0.94175517500000006,0.047718535,0.024086022,0.039009629,0,0,0,0,0.039009629,1.052569361
East Price Hill,10,2023,Oct,2023-10-01,0.716519793,0.10551,0.066288011,0.02079583,0.001259707,0,0,3.02e-4,0.022055537,0.910373341
East Walnut Hills,10,2023,Oct,2023-10-01,0.91038765,0.020837931,0.021113945,0.014231019,0.00466556,0,0,0,0.018896579,0.9712361049999999
East Westwood,10,2023,Oct,2023-10-01,0.688027338,0.154085916,0.073171277,0.001834661,7.25e-4,0,0,0,0.002559661,0.9178441920000001
English Woods,10,2023,Oct,2023-10-01,0.702079112,0.124322886,0.046164543,0,0.009146472,0,0,0,0.009146472,0.8817130129999998
Evanston,10,2023,Oct,2023-10-01,0.86462066,0.04386325,0.013849944,0.015405189,6.2e-4,0,0,0,0.016025189,0.9383590430000001
Hartwell,10,2023,Oct,2023-10-01,0.909739386,0.044337801,0.036172725,0.006175797,1.11e-4,0,0,9.59e-4,0.006286797,0.996536709
Hyde Park,10,2023,Oct,2023-10-01,0.938531142,0.006444373,0.024406679,0.001169842,0,0,0,0,0.001169842,0.9705520360000001
Kennedy Heights,10,2023,Oct,2023-10-01,0.824012837,0.062325068,0.027464747,0.017428152,0.002037704,0,0,0,0.019465856,0.933268508
Linwood,10,2023,Oct,2023-10-01,0.96809139,0.018815678,0.027683274,0,0,0,0,0,0,1.014590342
Lower Price Hill,10,2023,Oct,2023-10-01,0.507594539,0.193149722,0.048864375,0.050576114,0.011542112,0,0,0,0.062118226,0.811726862
Madisonville,10,2023,Oct,2023-10-01,0.841022025,0.046807456,0.03092989,0.017344653,5.78e-4,0,0,3.35e-4,0.017922653,0.936682024
Millvale,10,2023,Oct,2023-10-01,0.470555943,0.217114899,0.096770042,0.112071617,0,0,0,0,0.112071617,0.8965125009999999
Mt. Adams,10,2023,Oct,2023-10-01,0.940884966,0,0.002335932,0,0.001750666,0,0,0,0.001750666,0.944971564
Mt. Airy,10,2023,Oct,2023-10-01,0.705570904,0.103615838,0.06073381,0.008192809,9.89e-5,0,0,0,0.008291709000000001,0.8782122609999999
Mt. Auburn,10,2023,Oct,2023-10-01,0.833849119,0.074530278,0.034576349,0.039612865,0.001253147,0,0,0,0.040866012,0.9838217579999999
Mt. Lookout,10,2023,Oct,2023-10-01,0.971830275,0.005568654,0.006196437,0,0,0,0,0,0,0.983595366
Mt. Washington,10,2023,Oct,2023-10-01,0.896930306,0.048395543,0.025930812,0.027561776,0,0,0,0,0.027561776,0.9988184370000001
North Avondale - Paddock Hills,10,2023,Oct,2023-10-01,0.871693318,0.067523089,0.036071767,0.002583636,9.13e-4,0,0,0,0.003496636,0.9787848100000002
North Fairmount,10,2023,Oct,2023-10-01,0.702079112,0.124322886,0.046164543,0.011722263,0.004798123,0,0,0,0.016520385999999998,0.8890869269999999
Northside,10,2023,Oct,2023-10-01,0.895625042,0.046000215,0.029965119,0.085573804,0.002400778,0,0,1.81e-4,0.08797458200000001,1.059564958
Oakley,10,2023,Oct,2023-10-01,0.941415008,0.010958691,0.0164688,0,3.08e-4,0,0,0,3.08e-4,0.9691504989999999
Over-the-Rhine,10,2023,Oct,2023-10-01,0.872625344,0.106551994,0.019399146,0.499597644,0.001845336,0,0,0,0.50144298,1.5000194640000002
Pendleton,10,2023,Oct,2023-10-01,0.897192012,0.05766691,0.050169729,0,0,0,0,0,0,1.005028651
Pleasant Ridge,10,2023,Oct,2023-10-01,0.886117948,0.065166376,0.042939162,0,4.33e-4,0,0,0,4.33e-4,0.994656486
Queensgate,10,2023,Oct,2023-10-01,0.507594539,0.193149722,0.048864375,0,0.067234775,0,0,0,0.067234775,0.8168434109999999
Riverside,10,2023,Oct,2023-10-01,0.820476519,0.076251296,0.037858986,0.488039917,0,0,0,0,0.488039917,1.422626718
Roselawn,10,2023,Oct,2023-10-01,0.701308985,0.107317247,0.061369444,0.01856095,8.23e-4,0,0,0,0.01938395,0.8893796260000001
Sayler Park,10,2023,Oct,2023-10-01,0.856975786,0.061397556,0.056694308,0.001644433,0,0,0,0,0.001644433,0.9767120829999999
Sedamsville,10,2023,Oct,2023-10-01,0.743531515,0.107953969,0.047923476,0,0,0,0,0,0,0.89940896
South Cumminsville,10,2023,Oct,2023-10-01,0.470555943,0.217114899,0.096770042,0.065332498,0,0,0,0,0.065332498,0.8497733819999999
South Fairmount,10,2023,Oct,2023-10-01,0.704808406,0.133353264,0.050935138,0.007375404,0,0,0,0,0.007375404,0.8964722120000002
Spring Grove Village,10,2023,Oct,2023-10-01,0.776316629,0.096481958,0.059150441,0,0,0,0,0,0,0.931949028
Villages at Roll Hill,10,2023,Oct,2023-10-01,0.361742686,0.230972156,0.110085532,0,0.003980886,0,0,0,0.003980886,0.7067812600000001
Walnut Hills,10,2023,Oct,2023-10-01,0.777547514,0.185540133,0.018147481,0.021388819,0.019945671,0,0,5.33e-4,0.04133449,1.022569618
West End,10,2023,Oct,2023-10-01,0.683113438,0.204475558,0.059311908000000003,0.130611063,0.009126822,0,0,9.1e-4,0.139737885,1.086638789
West Price Hill,10,2023,Oct,2023-10-01,0.805573381,0.073890356,0.070984917,0.006086606,2.6e-5,0,0,2.63e-4,0.006112606,0.95656126
Westwood,10,2023,Oct,2023-10-01,0.812681235,0.092003316,0.048799808,0.00421244,1.08e-4,0,0,8.73e-5,0.004320439999999999,0.9578047989999999
Winton Hills,10,2023,Oct,2023-10-01,0.53289579,0.191067039,0.100912248,0.002928809,0,0,0,0,0.002928809,0.827803886
Avondale,11,2019,Nov,2019-11-01,0.661131539,0.146721928,0.043133386,0,0,0,0,0,0,0.850986853
Bond Hill,11,2019,Nov,2019-11-01,0.861170719,0.064058581,0.038142676,0,0,0,0,0,0,0.963371976
California,11,2019,Nov,2019-11-01,0.995655354,0,0.00455592,0,0,0,0,0,0,1.000211274
Camp Washington,11,2019,Nov,2019-11-01,0.850194744,0.086336054,0.022680675,0,0,0,0,0,0,0.959211473
Carthage,11,2019,Nov,2019-11-01,0.798250225,0.082284813,0.063987906,0,0,0,0,0,0,0.944522944
Clifton,11,2019,Nov,2019-11-01,0.867285366,0.02666557,0.011090739,0,0,0,0,0,0,0.905041675
College Hill,11,2019,Nov,2019-11-01,0.848234995,0.056297503,0.042155974,0,0,0,0,0,0,0.9466884720000001
Columbia Tusculum,11,2019,Nov,2019-11-01,0.985060788,0,0.00358595,0,0,0,0,0,0,0.9886467379999999
Corryville,11,2019,Nov,2019-11-01,0.707081154,0.035693352,0.004872825,0,0,0,0,0,0,0.747647331
CUF,11,2019,Nov,2019-11-01,0.757190222,0.020024638,0.005350929,0,0,0,0,0,0,0.782565789
Downtown,11,2019,Nov,2019-11-01,0.894340912,0.066387466,0.003101288,0,0,0,0,0,0,0.963829666
East End,11,2019,Nov,2019-11-01,0.906127111,0.038994556,0.032768409,0,0,0,0,0,0,0.977890076
East Price Hill,11,2019,Nov,2019-11-01,0.787443661,0.113958611,0.045694846,0,0,0,0,0,0,0.947097118
East Walnut Hills,11,2019,Nov,2019-11-01,0.939804694,0.02890857,0.013427705,0,0,0,0,0,0,0.982140969
East Westwood,11,2019,Nov,2019-11-01,0.744960522,0.12585057,0.057807891,0,0,0,0,0,0,0.928618983
English Woods,11,2019,Nov,2019-11-01,0.633179512,0.138237303,0.054716521,0,0,0,0,0,0,0.826133336
Evanston,11,2019,Nov,2019-11-01,0.833913829,0.069989452,0.013968187,0,0,0,0,0,0,0.917871468
Hartwell,11,2019,Nov,2019-11-01,0.916339072,0.044985073,0.018456344,0,0,0,0,0,0,0.9797804889999999
Hyde Park,11,2019,Nov,2019-11-01,0.954528694,0.007111016,0.020446317,0,0,0,0,0,0,0.9820860269999999
Kennedy Heights,11,2019,Nov,2019-11-01,0.909102727,0.048352504,0.021068266,0,0,0,0,0,0,0.9785234970000001
Linwood,11,2019,Nov,2019-11-01,0.750871946,0.095922319,0.055843442,0,0,0,0,0,0,0.902637707
Lower Price Hill,11,2019,Nov,2019-11-01,0.52970774,0.15113573,0.040973882,0,0,0,0,0,0,0.721817352
Madisonville,11,2019,Nov,2019-11-01,0.874742712,0.044722438,0.030557503,0,0,0,0,0,0,0.950022653
Millvale,11,2019,Nov,2019-11-01,0.571131307,0.184719364,0.061138363,0,0,0,0,0,0,0.816989034
Mt. Adams,11,2019,Nov,2019-11-01,0.971985466,0,0.001327931,0,0,0,0,0,0,0.973313397
Mt. Airy,11,2019,Nov,2019-11-01,0.769444247,0.105280628,0.049902389,0,0,0,0,0,0,0.9246272640000001
Mt. Auburn,11,2019,Nov,2019-11-01,0.844227446,0.066138525,0.035007781,0,0,0,0,0,0,0.9453737520000001
Mt. Lookout,11,2019,Nov,2019-11-01,0.972236101,0,0.005179328,0,0,0,0,0,0,0.977415429
Mt. Washington,11,2019,Nov,2019-11-01,0.892556094,0.062330208,0.017691168,0,0,0,0,0,0,0.97257747
North Avondale - Paddock Hills,11,2019,Nov,2019-11-01,0.852837131,0.064321361,0.021381014,0,0,0,0,0,0,0.938539506
North Fairmount,11,2019,Nov,2019-11-01,0.633179512,0.138237303,0.054716521,0,0,0,0,0,0,0.826133336
Northside,11,2019,Nov,2019-11-01,0.88677349,0.070998628,0.026945822,0,0,0,0,0,0,0.98471794
Oakley,11,2019,Nov,2019-11-01,0.941124033,0.024353955,0.013923513,0,0,0,0,0,0,0.9794015010000001
Over-the-Rhine,11,2019,Nov,2019-11-01,0.812888983,0.135399013,0.021088889,0,0,0,0,0,0,0.969376885
Pendleton,11,2019,Nov,2019-11-01,0.824800105,0.100079326,0.034143839,0,0,0,0,0,0,0.95902327
Pleasant Ridge,11,2019,Nov,2019-11-01,0.945230719,0.036506389,0.030455154,0,0,0,0,0,0,1.0121922620000001
Queensgate,11,2019,Nov,2019-11-01,0.52970774,0.15113573,0.040973882,0,0,0,0,0,0,0.721817352
Riverside,11,2019,Nov,2019-11-01,0.85078079,0.081491975,0.024190896,0,0,0,0,0,0,0.956463661
Roselawn,11,2019,Nov,2019-11-01,0.733542471,0.113913918,0.046604024,0,0,0,0,0,0,0.8940604129999999
Sayler Park,11,2019,Nov,2019-11-01,0.870307156,0.043050984,0.040893036,0,0,0,0,0,0,0.954251176
Sedamsville,11,2019,Nov,2019-11-01,0.783156815,0.140836781,0.039787092,0,0,0,0,0,0,0.9637806879999999
South Cumminsville,11,2019,Nov,2019-11-01,0.571131307,0.184719364,0.061138363,0,0,0,0,0,0,0.816989034
South Fairmount,11,2019,Nov,2019-11-01,0.704799795,0.147067807,0.039899041,0,0,0,0,0,0,0.891766643
Spring Grove Village,11,2019,Nov,2019-11-01,0.889740215,0.073089347,0.047159015,0,0,0,0,0,0,1.009988577
Villages at Roll Hill,11,2019,Nov,2019-11-01,0.410982508,0.222311133,0.052659474,0,0,0,0,0,0,0.6859531150000001
Walnut Hills,11,2019,Nov,2019-11-01,0.7327332,0.215001697,0.016928308,0,0,0,0,0,0,0.9646632049999999
West End,11,2019,Nov,2019-11-01,0.744639173,0.166254571,0.044815285,0,0,0,0,0,0,0.955709029
West Price Hill,11,2019,Nov,2019-11-01,0.852876947,0.085907416,0.044128514,0,0,0,0,0,0,0.982912877
Westwood,11,2019,Nov,2019-11-01,0.84579064,0.085423771,0.040112781,0,0,0,0,0,0,0.9713271920000001
Winton Hills,11,2019,Nov,2019-11-01,0.548176713,0.179248069,0.082704542,0,0,0,0,0,0,0.810129324
Avondale,11,2020,Nov,2020-11-01,0.698973421,0.20613648,0.043809174,0.039983884,0,0,0,0,0.039983884,0.988902959
Bond Hill,11,2020,Nov,2020-11-01,0.864866589,0.073381224,0.041864272,0.351576503,0,0,0,0,0.351576503,1.331688588
California,11,2020,Nov,2020-11-01,0.971241403,0,0.005343475,0,0,0,0,0,0,0.9765848779999999
Camp Washington,11,2020,Nov,2020-11-01,0.893005193,0.085764813,0.011678487,0.032212613,0,0,0,0,0.032212613,1.022661106
Carthage,11,2020,Nov,2020-11-01,0.806840928,0.095259499,0.062960756,0.213659504,0,0,0,0,0.213659504,1.178720687
Clifton,11,2020,Nov,2020-11-01,0.875841693,0.030340274,0.010503067,0.004829575,0,0,0,0,0.004829575,0.921514609
College Hill,11,2020,Nov,2020-11-01,0.842489456,0.079225362,0.038991707,0.015100429,0,0,0,0,0.015100429,0.975806954
Columbia Tusculum,11,2020,Nov,2020-11-01,0.962334613,0.015585104,0.003148443,0,0,0,0,0,0,0.98106816
Corryville,11,2020,Nov,2020-11-01,0.705229009,0.027276279,0.004504254,0.007447753,0,0,0,0,0.007447753,0.7444572949999999
CUF,11,2020,Nov,2020-11-01,0.775875336,0.023190806,0.005092372,0.015610939,0,0,0,0,0.015610939,0.819769453
Downtown,11,2020,Nov,2020-11-01,0.908709516,0.098374003,0.002218937,0,0,0,0,0,0,1.0093024560000001
East End,11,2020,Nov,2020-11-01,0.935705267,0.051094437,0.022289102,0.114588012,0,0,0,0,0.114588012,1.123676818
East Price Hill,11,2020,Nov,2020-11-01,0.802082883,0.155268367,0.043806089,0.025593448,0,0,0,0,0.025593448,1.0267507869999999
East Walnut Hills,11,2020,Nov,2020-11-01,0.949114357,0.032353957,0.007647872,0.02474566,0,0,0,0,0.02474566,1.013861846
East Westwood,11,2020,Nov,2020-11-01,0.719523199,0.173795242,0.05557286,0.004734783,0,0,0,0,0.004734783,0.9536260839999999
English Woods,11,2020,Nov,2020-11-01,0.721772965,0.148323866,0.050085641,0,0,0,0,0,0,0.920182472
Evanston,11,2020,Nov,2020-11-01,0.880456912,0.070130984,0.010722428,0.024800825,0,0,0,0,0.024800825,0.986111149
Hartwell,11,2020,Nov,2020-11-01,0.913793044,0.065775092,0.02726517,0.011452237,0,0,0,0,0.011452237,1.0182855430000002
Hyde Park,11,2020,Nov,2020-11-01,0.953415044,0.007663389,0.019316364,7.43e-4,0,0,0,0,7.43e-4,0.981137797
Kennedy Heights,11,2020,Nov,2020-11-01,0.910703138,0.060741678,0.022282426,0.022502582,0,0,0,0,0.022502582,1.016229824
Linwood,11,2020,Nov,2020-11-01,0.962334613,0.015585104,0.024218792,0,0,0,0,0,0,1.0021385090000001
Lower Price Hill,11,2020,Nov,2020-11-01,0.59529547,0.192559403,0.035524146,0.063487907,0,0,0,0,0.063487907,0.8868669259999999
Madisonville,11,2020,Nov,2020-11-01,0.887632225,0.050853784,0.028298223,0.038768189,0,0,0,0,0.038768189,1.005552421
Millvale,11,2020,Nov,2020-11-01,0.545278332,0.274301648,0.063467406,0.125995146,0,0,0,0,0.125995146,1.009042532
Mt. Adams,11,2020,Nov,2020-11-01,0.968495181,0,0.001802295,0,0,0,0,0,0,0.9702974759999999
Mt. Airy,11,2020,Nov,2020-11-01,0.771281074,0.121470758,0.046548198,0.008015771,0,0,0,0,0.008015771,0.9473158009999999
Mt. Auburn,11,2020,Nov,2020-11-01,0.876137822,0.085657938,0.024298599,0.019116327,0,0,0,0,0.019116327,1.005210686
Mt. Lookout,11,2020,Nov,2020-11-01,0.969493974,0.004701636,0.004790502,0,0,0,0,0,0,0.978986112
Mt. Washington,11,2020,Nov,2020-11-01,0.908039547,0.082801384,0.017178,0.002932415,0,0,0,0,0.002932415,1.0109513460000001
North Avondale - Paddock Hills,11,2020,Nov,2020-11-01,0.872082623,0.095642573,0.022189319,0.003101203,0,0,0,0,0.003101203,0.993015718
North Fairmount,11,2020,Nov,2020-11-01,0.721772965,0.148323866,0.050085641,0.010760433,0,0,0,0,0.010760433,0.930942905
Northside,11,2020,Nov,2020-11-01,0.900782894,0.083484139,0.026318597,0.07190132,0,0,0,0,0.07190132,1.08248695
Oakley,11,2020,Nov,2020-11-01,0.95188309,0.024070388,0.015586897,0,0,0,0,0,0,0.9915403750000001
Over-the-Rhine,11,2020,Nov,2020-11-01,0.865757332,0.159217247,0.015391735,1.246251813,0,0,0,0,1.246251813,2.2866181269999997
Pendleton,11,2020,Nov,2020-11-01,0.880294889,0.088720387,0.032072562,0,0,0,0,0,0,1.001087838
Pleasant Ridge,11,2020,Nov,2020-11-01,0.916917317,0.068618582,0.03629123,0.002822418,0,0,0,0,0.002822418,1.024649547
Queensgate,11,2020,Nov,2020-11-01,0.59529547,0.192559403,0.035524146,0,0,0,0,0,0,0.823379019
Riverside,11,2020,Nov,2020-11-01,0.87063014,0.089731694,0.021639028,0.007753608,0,0,0,0,0.007753608,0.98975447
Roselawn,11,2020,Nov,2020-11-01,0.731864272,0.146456228,0.038684567,0.030769916,0,0,0,0,0.030769916,0.9477749830000001
Sayler Park,11,2020,Nov,2020-11-01,0.874458463,0.077329685,0.043009986,0.007958508,0,0,0,0,0.007958508,1.002756642
Sedamsville,11,2020,Nov,2020-11-01,0.865068649,0.117426559,0.032925419,0,0,0,0,0,0,1.015420627
South Cumminsville,11,2020,Nov,2020-11-01,0.545278332,0.274301648,0.063467406,0.123394638,0,0,0,0,0.123394638,1.006442024
South Fairmount,11,2020,Nov,2020-11-01,0.745799126,0.16810721,0.031726051,0.034419304,0,0,0,0,0.034419304,0.980051691
Spring Grove Village,11,2020,Nov,2020-11-01,0.824591244,0.13728111,0.051403901,0,0,0,0,0,0,1.0132762549999998
Villages at Roll Hill,11,2020,Nov,2020-11-01,0.414767959,0.303320253,0.060251889,0,0,0,0,0,0,0.7783401010000001
Walnut Hills,11,2020,Nov,2020-11-01,0.800911924,0.264221586,0.012768328,0.078082387,0,0,0,0,0.078082387,1.1559842249999999
West End,11,2020,Nov,2020-11-01,0.679860872,0.260902357,0.053789846,0.146920144,0,0,0,0,0.146920144,1.141473219
West Price Hill,11,2020,Nov,2020-11-01,0.843703751,0.12206368,0.048638898,0.004388862,0,0,0,0,0.004388862,1.0187951910000002
Westwood,11,2020,Nov,2020-11-01,0.852091822,0.107076552,0.039480218,0.005802727,0,0,0,0,0.005802727,1.004451319
Winton Hills,11,2020,Nov,2020-11-01,0.611866919,0.290356825,0.062993051,0.228925724,0,0,0,0,0.228925724,1.1941425190000001
Avondale,11,2021,Nov,2021-11-01,0.678530718,0.216810275,0.047531011,0.017708729,0.001525395,0,0,0,0.019234124,0.9621061280000001
Bond Hill,11,2021,Nov,2021-11-01,0.873251239,0.078756224,0.042361547,0.19430258,0.002620225,0,0,0,0.196922805,1.191291815
California,11,2021,Nov,2021-11-01,0.974532007,0,0.005713149,0,0,0,0,0,0,0.980245156
Camp Washington,11,2021,Nov,2021-11-01,0.894907014,0.122132413,0.015063492,0.007114223,0.005529101,0,0,0,0.012643324000000001,1.0447462429999996
Carthage,11,2021,Nov,2021-11-01,0.817363415,0.152933963,0.065617476,0.013047429,0,0,0,0,0.013047429,1.0489622829999998
Clifton,11,2021,Nov,2021-11-01,0.869871483,0.039464322,0.011484551,0.001890259,3.71e-4,0,0,0,0.002261259,0.923081615
College Hill,11,2021,Nov,2021-11-01,0.812452927,0.0992736,0.042672195,0.002181834,0.001058975,0,0,0,0.003240809,0.957639531
Columbia Tusculum,11,2021,Nov,2021-11-01,0.96879115,0.024600395,0.00323339,0,0,0,0,0,0,0.996624935
Corryville,11,2021,Nov,2021-11-01,0.710637046,0.030783533,0.004979721,0.015867999,0.001132893,0,0,0,0.017000892,0.763401192
CUF,11,2021,Nov,2021-11-01,0.777781785,0.024877678,0.006807229,0.011126288,0,0,0,0,0.011126288,0.8205929799999999
Downtown,11,2021,Nov,2021-11-01,0.920791648,0.103256442,0.00182495,0.007483079,0,0,0,0,0.007483079,1.033356119
East End,11,2021,Nov,2021-11-01,0.96313056,0.07669785,0.025917019,0.022340205,0,0,0,0,0.022340205,1.0880856339999998
East Price Hill,11,2021,Nov,2021-11-01,0.752217016,0.17184375,0.045708142,0.011250745,0.001722189,0,0,0,0.012972934,0.9827418419999999
East Walnut Hills,11,2021,Nov,2021-11-01,0.946580765,0.025140673,0.009693702,0.015110687,1.45e-4,0,0,0,0.015255686999999999,0.996670827
East Westwood,11,2021,Nov,2021-11-01,0.726996982,0.242950187,0.062219145,0.002150082,0,0,0,0,0.002150082,1.034316396
English Woods,11,2021,Nov,2021-11-01,0.728074357,0.152207096,0.045515395,0.011568054,0.008514847,0,0,0,0.020082901,0.945879749
Evanston,11,2021,Nov,2021-11-01,0.866051248,0.081860279,0.011811396,0.016597109,3.35e-4,0,0,0,0.016932108999999997,0.976655032
Hartwell,11,2021,Nov,2021-11-01,0.922572537,0.062606074,0.032698881,0.018652976,1.75e-4,0,0,0,0.018827976000000003,1.036705468
Hyde Park,11,2021,Nov,2021-11-01,0.950683326,0.006292116,0.020333708,4.42e-4,0,0,0,0,4.42e-4,0.9777511500000001
Kennedy Heights,11,2021,Nov,2021-11-01,0.863439283,0.06197457,0.022305522,0.016165145,0.001693185,0,0,0,0.01785833,0.965577705
Linwood,11,2021,Nov,2021-11-01,0.96879115,0.024600395,0.024872231,0,0,0,0,0,0,1.018263776
Lower Price Hill,11,2021,Nov,2021-11-01,0.566005899,0.23130648,0.037126437,0.014803753,0.006221358,0,0,0,0.021025111,0.855463927
Madisonville,11,2021,Nov,2021-11-01,0.863930384,0.064755733,0.026521866,0.013126217,0,0,0,0,0.013126217,0.9683342
Millvale,11,2021,Nov,2021-11-01,0.483970406,0.331166292,0.05982176,0.045563751,0,0,0,0,0.045563751,0.920522209
Mt. Adams,11,2021,Nov,2021-11-01,0.947803977,0,0.002377819,0,0,0,0,0,0,0.950181796
Mt. Airy,11,2021,Nov,2021-11-01,0.744310778,0.147328334,0.047245491,0.004295001,5.14e-4,0,0,0,0.004809000999999999,0.943693604
Mt. Auburn,11,2021,Nov,2021-11-01,0.860787614,0.123556572,0.027612878,0.016426842,0.002082419,0,0,0,0.018509261,1.030466325
Mt. Lookout,11,2021,Nov,2021-11-01,0.969539695,0.007308308,0.004998414,0,0,0,0,0,0,0.9818464170000001
Mt. Washington,11,2021,Nov,2021-11-01,0.909940127,0.082827728,0.020380515,0.022838227,0,0,0,0,0.022838227,1.0359865970000002
North Avondale - Paddock Hills,11,2021,Nov,2021-11-01,0.880778935,0.090575601,0.025500698,0.005160656,0.001050399,0,0,0,0.006211055,1.003066289
North Fairmount,11,2021,Nov,2021-11-01,0.728074357,0.152207096,0.045515395,0.035290617,0.001463962,0,0,0,0.036754579,0.9625514270000001
Northside,11,2021,Nov,2021-11-01,0.896129559,0.071710817,0.028486294,0.046759351,0.00124503,0,0,0,0.048004381,1.0443310510000001
Oakley,11,2021,Nov,2021-11-01,0.946221026,0.027346768,0.015120431,0,0,0,0,0,0,0.9886882250000001
Over-the-Rhine,11,2021,Nov,2021-11-01,0.865310959,0.172766476,0.01673793,0.644424055,0.001089325,0,0,0,0.64551338,1.7003287449999998
Pendleton,11,2021,Nov,2021-11-01,0.892919279,0.077094586,0.035217201,0,0,0,0,0,0,1.005231066
Pleasant Ridge,11,2021,Nov,2021-11-01,0.906729328,0.079360819,0.031481665,7.2e-4,0,0,0,0,7.2e-4,1.018291812
Queensgate,11,2021,Nov,2021-11-01,0.566005899,0.23130648,0.037126437,0.374039669,0.00624076,0,0,0,0.38028042900000003,1.214719245
Riverside,11,2021,Nov,2021-11-01,0.823390031,0.139646799,0.026176024,0.004908677,0,0,0,0,0.004908677,0.9941215309999999
Roselawn,11,2021,Nov,2021-11-01,0.749102912,0.142742258,0.039533888,0.114264965,7.09e-4,0,0,0,0.114973965,1.046353023
Sayler Park,11,2021,Nov,2021-11-01,0.836237043,0.103347024,0.046798705,0.006072674,8.93e-4,0,0,0,0.006965674,0.993348446
Sedamsville,11,2021,Nov,2021-11-01,0.785877964,0.107143056,0.039221843,0,0,0,0,0,0,0.9322428629999999
South Cumminsville,11,2021,Nov,2021-11-01,0.483970406,0.331166292,0.05982176,0.0609405,0,0,0,0,0.0609405,0.935898958
South Fairmount,11,2021,Nov,2021-11-01,0.72152678,0.236509293,0.038068674,0.010054401,0,0,0,0,0.010054401,1.006159148
Spring Grove Village,11,2021,Nov,2021-11-01,0.829347783,0.146209463,0.047139414,0,0,0,0,0,0,1.02269666
Villages at Roll Hill,11,2021,Nov,2021-11-01,0.394923892,0.37528481,0.07733655,0,0.003448676,0,0,0,0.003448676,0.850993928
Walnut Hills,11,2021,Nov,2021-11-01,0.781163163,0.309622927,0.011902685,0.028523421,0.012057912,0,0,0,0.040581333,1.1432701079999998
West End,11,2021,Nov,2021-11-01,0.676673033,0.314847423,0.058893024,0.058404599,0.001017429,0,0,0,0.059422028,1.109835508
West Price Hill,11,2021,Nov,2021-11-01,0.832467257,0.132654772,0.052950697,0.004068778,1.09e-4,0,0,0,0.004177778,1.022250504
Westwood,11,2021,Nov,2021-11-01,0.822624938,0.133854147,0.041493159,0.004306828,5.49e-5,0,0,0,0.0043617280000000005,1.002333972
Winton Hills,11,2021,Nov,2021-11-01,0.569889451,0.31358186,0.067377573,0.052054212,0,0,0,0,0.052054212,1.002903096
